fips_code,county,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016
54017,Doddridge County,3018,735,2218,65,2743,571,2108,64,2826,360,2347,119
21127,Lawrence County,5649,2036,3503,110,5592,1520,3995,77,6037,1045,4816,176
26047,Emmet County,18149,8515,9314,320,17672,7225,10253,194,18774,6972,10616,1186
53009,Clallam County,38519,19470,18199,850,35242,17231,17087,924,29202,13733,13741,1728
45021,Cherokee County,20766,7215,13305,246,20753,7219,13306,228,21754,6089,15165,500
27145,Stearns County,78756,35690,41194,1872,78178,33552,43015,1611,78985,25575,47618,5792
51570,Colonial Heights City,8849,2562,6161,126,8593,2541,5937,115,8427,2367,5681,379
28023,Clarke County,8397,3121,5229,47,7199,2695,4415,89,7713,2556,5088,69
24017,Charles County,70126,43635,25732,759,70167,45621,23637,909,72480,46063,24163,2254
05117,Prairie County,3381,1048,2223,110,3134,877,2149,108,3404,812,2503,89
48031,Blanco County,4939,1467,3418,54,4971,1220,3637,114,5669,1244,4212,213
21169,Metcalfe County,4199,1350,2734,115,4184,1425,2676,83,4616,976,3491,149
36091,Saratoga County,111387,56645,52855,1887,97502,48876,46829,1797,104089,46546,51088,6455
17015,Carroll County,7674,3965,3596,113,7370,3658,3551,161,7354,2437,4428,489
42065,Jefferson County,18802,6447,12057,298,17072,4535,12288,249,18551,3437,14533,581
28015,Carroll County,5965,2037,3902,26,5968,1990,3953,25,5470,1648,3774,48
12019,Clay County,94577,26697,67203,677,96549,25745,69996,808,106363,27768,74898,3697
12115,Sarasota County,207353,102686,102897,1770,207434,95089,110489,1856,228509,97676,124098,6735
12071,Lee County,269276,119701,147608,1967,266034,110080,154112,1842,325797,124725,191141,9931
29205,Shelby County,3316,1114,2166,36,3232,966,2188,78,3252,606,2524,122
51099,King George County,10474,4473,5888,113,11287,4476,6603,208,11967,4002,7338,627
05023,Cleburne County,11338,2951,7962,425,11643,2618,8691,334,11968,2101,9454,413
27011,Big Stone County,2990,1552,1362,76,2783,1345,1385,53,2729,921,1607,201
05079,Lincoln County,4406,1710,2513,183,3725,1424,2199,102,3814,1252,2455,107
21225,Union County,6034,2804,3120,110,5975,1941,3952,82,6209,1331,4701,177
37033,Caswell County,10862,5545,5208,109,10736,5183,5471,82,10515,4549,5758,208
42035,Clinton County,14791,7097,7504,190,12663,5503,6941,219,14839,4533,9701,605
31031,Cherry County,3059,599,2360,100,3052,436,2557,59,3082,317,2623,142
06021,Glenn County,9879,3734,5910,235,9142,3276,5608,258,5440,1766,3405,269
56033,Sheridan County,14981,4458,10177,346,14225,3618,10267,340,14187,2926,10266,995
31003,Antelope County,3185,757,2383,45,3209,571,2585,53,3220,381,2717,122
20109,Logan County,1440,225,1187,28,1302,194,1084,24,1348,149,1124,75
21227,Warren County,44145,17669,25993,483,43889,16805,26384,700,48416,16966,28673,2777
16059,Lemhi County,4105,1061,2938,106,4109,960,3029,120,4068,733,3011,324
29141,Morgan County,9149,3565,5451,133,8688,2773,5733,182,8815,1768,6757,290
47091,Johnson County,6591,1837,4621,133,6194,1483,4611,100,6556,988,5400,168
13081,Crisp County,7550,3085,4424,41,7386,3160,4179,47,7500,2835,4539,126
16031,Cassia County,7842,1332,6309,201,8387,1093,7150,144,8178,1036,5949,1193
38083,Sheridan County,803,229,555,19,808,161,637,10,774,94,644,36
17087,Johnson County,5901,1871,3912,118,5666,1571,3959,136,6017,1135,4644,238
09007,Middlesex County,87252,52983,32918,1351,83447,47851,34533,1063,88402,45306,38847,4249
12069,Lake County,146926,62948,82802,1176,150796,61790,87637,1369,169898,62597,101888,5413
35037,Quay County,3996,1547,2367,82,3696,1382,2194,120,3550,1016,2208,326
48129,Donley County,1690,291,1374,25,1533,226,1286,21,1460,190,1225,45
05059,Hot Spring County,11955,4288,7209,458,11239,3824,7087,328,11815,3137,8153,525
01105,Perry County,6159,4457,1679,23,6065,4536,1504,25,5255,3823,1403,29
47187,Williamson County,93646,27886,64858,902,93606,24328,68090,1188,104700,30992,68160,5548
32021,Mineral County,2273,1082,1131,60,2035,863,1080,92,1997,637,1179,181
47073,Hawkins County,21040,5930,14756,354,19789,5086,14376,327,20694,3502,16611,581
18175,Washington County,11305,4562,6519,224,10725,3909,6532,284,11333,2636,8206,491
51013,Arlington County,110153,78994,29876,1283,117279,81178,34433,1668,119344,91879,20155,7310
37103,Jones County,5227,2378,2817,32,5192,2335,2825,32,5039,2041,2941,57
08081,Moffat County,5871,1582,4135,154,6042,1291,4616,135,6510,874,5293,343
51121,Montgomery County,40653,21031,19028,594,40938,19903,20006,1029,42695,20015,19455,3225
48483,Wheeler County,2245,314,1918,13,2128,232,1878,18,2306,194,2087,25
20033,Comanche County,974,194,765,15,915,141,756,18,857,102,705,50
47109,McNairy County,43846,20209,23290,347,9809,2643,7010,156,10035,1847,7839,349
26071,Iron County,6162,3080,2947,135,5987,2687,3224,76,5910,2004,3675,231
46011,Brookings County,13945,7207,6431,307,12398,5826,6219,353,12680,4879,6748,1053
18171,Warren County,3998,1755,2166,77,3798,1324,2377,97,3919,839,2896,184
21057,Cumberland County,2797,697,2056,44,2853,599,2216,38,3061,459,2502,100
29031,Cape Girardeau County,37355,12208,24768,379,35672,9713,25343,616,36875,8468,26939,1468
38043,Kidder County,1228,422,752,54,1310,393,870,47,1358,179,1106,73
04012,La Paz County,5552,1929,3509,114,4922,1619,3205,98,4931,1318,3381,232
37007,Anson County,10733,6456,4207,70,11072,6894,4125,53,10394,5785,4480,129
48205,Hartley County,1985,250,1711,24,1904,183,1700,21,1945,172,1727,46
12095,Orange County,462711,273009,186832,2870,467385,274227,189057,4101,545800,329579,195091,21130
21091,Hancock County,4144,2135,1928,81,4133,1833,2212,88,4292,1244,2788,260
41035,Klamath County,29399,9370,19113,916,27530,8140,18654,736,29240,7080,20170,1990
54057,Mineral County,11547,3750,7616,181,10784,2836,7687,261,11410,2019,8957,434
22113,Vermilion Parish,24833,6266,18069,498,24984,5718,18909,357,25253,4745,19807,701
26113,Missaukee County,7492,2898,4469,125,7024,2274,4665,85,7301,1565,5386,350
05037,Cross County,7130,2580,4393,157,6680,2279,4268,133,6831,1995,4577,259
09015,Windham County,50844,28673,21210,961,46634,25953,19758,923,50703,21776,25738,3189
29075,Gentry County,3292,1235,1964,93,2997,937,1986,74,3033,605,2304,124
28091,Marion County,13010,4422,8513,75,11041,3833,7118,90,11443,3572,7697,174
33011,Hillsborough County,203799,104820,97178,1801,202765,101499,98103,3163,210209,99348,99873,10988
19145,Page County,7356,2900,4351,105,7014,2588,4338,88,6968,1801,4875,292
37135,Orange County,74910,53806,20266,838,75848,53404,21398,1046,79830,59105,18373,2352
47067,Hancock County,2241,604,1588,49,2046,475,1527,44,2229,322,1842,65
20011,Bourbon County,6781,2394,4240,147,6118,1951,4022,145,5918,1306,4314,298
08085,Montrose County,19153,6495,12199,459,19054,5852,12789,413,21070,5438,14303,1329
18107,Montgomery County,15285,6013,9060,212,14349,4244,9768,337,15101,3362,11051,688
13011,Banks County,6241,1027,5120,94,6191,779,5353,59,6946,684,6130,132
35025,Lea County,18645,5108,13347,190,16933,4068,12480,385,17369,3877,12306,1186
54041,Lewis County,6603,2109,4335,159,6243,1719,4349,175,6885,1336,5245,304
29065,Dent County,6868,2056,4655,157,6643,1585,4883,175,6778,978,5599,201
28115,Pontotoc County,12868,2982,9727,159,12348,2785,9403,160,11811,2123,9442,246
48071,Chambers County,13292,3188,9988,116,14692,2780,11761,151,16661,2939,13278,444
37059,Davie County,20368,6178,13981,209,20418,5652,14568,198,21350,5228,15502,620
35001,Bernalillo County,285778,171556,110521,3701,264942,147183,104242,13517,269861,141960,93874,34027
12035,Flagler County,49031,24726,23951,354,50589,23204,26966,419,57413,21985,33804,1624
29123,Madison County,5028,2042,2897,89,4930,1588,3227,115,5318,1005,4102,211
35041,Roosevelt County,6720,2303,4311,106,5949,1719,4032,198,5855,1445,3865,545
48231,Hunt County,29524,8594,20573,357,27984,6658,20976,350,31185,6301,23866,1018
18095,Madison County,57340,30152,26403,785,52340,24404,26755,1181,53660,18595,32376,2689
48361,Orange County,29406,7646,21509,251,30502,6797,23361,344,31761,5716,25385,660
30039,Granite County,1715,601,1013,101,1705,533,1107,65,1762,469,1185,108
48035,Bosque County,7646,1797,5762,87,7336,1366,5873,97,7797,1277,6325,195
21111,Jefferson County,353892,196435,153957,3500,339500,186164,148415,4921,352778,190824,143758,18196
06001,Alameda County,621029,489106,119555,12368,558386,438091,104330,15965,424517,337524,64010,22983
40105,Nowata County,4442,1411,3031,0,4076,1244,2832,0,4237,742,3321,174
48169,Garza County,1750,375,1356,19,1556,276,1262,18,1475,224,1223,28
20185,Stafford County,2074,542,1495,37,1833,403,1382,48,1884,303,1485,96
26025,Calhoun County,64196,34561,28553,1082,58231,29270,28338,623,58786,24154,31489,3143
19051,Davis County,3815,1680,2029,106,3738,1518,2133,87,3858,976,2721,161
29157,Perry County,8647,3005,5527,115,7987,2184,5669,134,8732,1520,6907,305
47177,Warren County,14400,5515,8562,323,13008,4748,8007,253,13565,3535,9535,495
42003,Allegheny County,651436,373153,272347,5936,614671,348151,259304,7216,643173,363017,257488,22668
36073,Orleans County,16584,6614,9708,262,13756,5411,8076,269,16722,4327,11582,813
04027,Yuma County,43615,18559,24577,479,33935,14025,19500,410,40759,18336,20586,1837
28111,Perry County,5664,1533,4067,64,5686,1519,4110,57,5432,1220,4135,77
09009,New Haven County,382886,233589,144650,4647,371783,230040,137942,3801,375909,203601,158373,13935
35045,San Juan County,46511,18028,27869,614,45994,15688,28779,1527,45476,12826,27879,4771
42127,Wayne County,22835,9892,12702,241,20966,8138,12531,297,22365,6398,15269,698
21177,Muhlenberg County,12889,6221,6447,221,12737,4771,7762,204,13046,3272,9393,381
49037,San Juan County,5130,2406,2638,86,5159,2062,3006,91,3770,1143,2073,554
26037,Clinton County,40381,20005,19726,650,39125,18187,20630,308,40564,16490,21635,2439
51590,Danville City,20890,12352,8361,177,20169,12215,7756,198,18862,11051,7306,505
20067,Grant County,2661,635,1995,31,2215,437,1742,36,2311,427,1755,129
12087,Monroe County,40272,20907,18933,432,39045,19392,19234,419,42434,18949,21885,1600
29035,Carter County,2898,984,1840,74,2799,754,1978,67,2842,436,2323,83
05001,Arkansas County,6978,2619,4185,174,6488,2454,3892,142,6167,1939,3825,403
40069,Johnston County,3957,1249,2708,0,3778,1134,2644,0,4001,782,3081,138
37107,Lenoir County,26897,13378,13401,118,27247,13350,13763,134,25500,11752,13354,394
48209,Hays County,59052,28431,29638,983,58808,25448,31577,1783,71524,33117,33730,4677
04005,Coconino County,54344,31433,22186,725,46746,26316,19368,1062,44929,25308,16573,3048
20143,Ottawa County,3086,704,2323,59,2888,548,2260,80,2866,424,2261,181
48437,Swisher County,2535,813,1683,39,2265,579,1654,32,2190,462,1671,57
41063,Wallowa County,4465,1492,2836,137,4152,1252,2796,104,4177,1097,2825,255
19091,Humboldt County,5122,2160,2895,67,5124,1967,3099,58,5033,1251,3564,218
22091,Saint Helena Parish,6184,3567,2522,95,7093,4233,2756,104,5964,3353,2497,114
48185,Grimes County,8322,2704,5562,56,8598,2339,6141,118,9528,2194,7065,269
40051,Grady County,20715,5520,15195,0,19598,4780,14818,0,22257,3878,17293,1086
31095,Jefferson County,3697,1520,2103,74,3416,1185,2156,75,3430,831,2387,212
39127,Perry County,15404,7261,7721,422,14673,6857,7498,318,14647,4072,9978,597
48233,Hutchinson County,8761,1322,7361,78,7916,1042,6797,77,8126,854,7039,233
13099,Early County,5335,2603,2711,21,5349,2762,2556,31,4782,2165,2552,65
16057,Latah County,17714,9195,7988,531,16759,8306,7589,864,18146,8093,7255,2798
56045,Weston County,3393,658,2618,117,3323,422,2821,80,3334,294,2898,142
46053,Gregory County,2247,771,1423,53,2151,599,1507,45,2091,391,1600,100
49029,Morgan County,4161,689,3311,161,4370,386,3910,74,5136,572,3156,1408
22021,Caldwell Parish,4893,1118,3696,79,4716,1016,3640,60,4692,788,3822,82
46017,Buffalo County,619,454,156,9,641,472,166,3,490,296,171,23
19133,Monona County,4796,2295,2411,90,4707,2098,2555,54,4525,1244,3115,166
16017,Bonner County,19547,7840,11145,562,18536,6500,11367,669,16815,5140,10220,1455
42095,Northampton County,135587,75255,58551,1781,125883,65014,59242,1627,142775,65936,71384,5455
51690,Martinsville City,6520,4139,2311,70,6277,3855,2312,110,5873,3531,2149,193
40131,Rogers County,38515,10772,27743,0,36677,9146,27531,0,40834,7895,30893,2046
55119,Taylor County,9346,4563,4586,197,9486,3761,5597,128,9417,2398,6589,430
17145,Perry County,9995,4701,5086,208,9533,3813,5497,223,9706,2433,6816,457
27021,Cass County,16307,7276,8660,371,16080,6858,8957,265,15885,4949,9982,954
48417,Shackelford County,1505,208,1284,13,1363,131,1218,14,1502,103,1378,21
48339,Montgomery County,157847,36703,119884,1260,172820,32852,137822,2146,203083,45744,150188,7151
06099,Stanislaus County,161015,80279,77497,3239,143620,70609,69549,3462,109582,51171,52567,5844
47013,Campbell County,12628,3867,8535,226,12097,3327,8602,168,12504,2248,9860,396
27085,McLeod County,19029,7505,10993,531,18455,6970,11069,416,18684,4978,12155,1551
30017,Custer County,5452,2267,3047,138,5336,1824,3353,159,5145,1172,3638,335
48165,Gaines County,4067,650,3385,32,4066,535,3484,47,4609,597,3907,105
35057,Torrance County,6941,3087,3735,119,6376,2414,3521,441,6250,1770,3695,785
33007,Coos County,16259,9532,6558,169,15614,9091,6342,181,15252,6558,7951,743
47135,Perry County,3000,1329,1596,75,2621,992,1578,51,2855,597,2167,91
06111,Ventura County,339800,187601,145853,6346,267907,138119,123919,5869,259438,143095,101351,14992
40099,Murray County,5338,1592,3746,0,5146,1540,3606,0,5525,1086,4173,266
20201,Washington County,2980,659,2248,73,2863,515,2300,48,2677,378,2136,163
48245,Jefferson County,88296,44888,42905,503,88548,44626,43214,708,87363,42404,42828,2131
18057,Hamilton County,129064,49704,78401,959,136803,43794,90740,2269,153630,57214,87299,9117
19041,Clay County,8398,3925,4355,118,8400,3363,4934,103,8542,2246,5870,426
47015,Cannon County,5457,2011,3322,124,4968,1560,3308,100,5299,1126,4006,167
01049,DeKalb County,24015,5658,17957,400,23842,5235,18316,291,26086,3682,21779,625
42067,Juniata County,9711,3068,6484,159,9480,2533,6821,126,10402,1810,8234,358
26105,Mason County,15223,7817,7147,259,14588,6856,7580,152,14658,5281,8505,872
34003,Bergen County,414733,225367,186118,3248,352023,193470,155267,3286,383965,209251,163220,11494
48017,Bailey County,2316,682,1618,16,1813,466,1336,11,1784,397,1343,44
17013,Calhoun County,2699,1423,1221,55,2574,1079,1439,56,2556,739,1719,98
40061,Haskell County,4681,1474,3207,0,4244,1175,3069,0,4734,882,3697,155
27015,Brown County,13620,5809,7456,355,13882,5630,7938,314,13663,3763,8708,1192
45057,Lancaster County,28921,12139,16441,341,33010,13345,19273,392,38717,13718,23598,1401
21149,McLean County,4422,1963,2386,73,4200,1432,2705,63,4565,988,3381,196
22107,Tensas Parish,3040,1646,1367,27,2812,1564,1230,18,2543,1329,1180,34
28113,Pike County,18055,9276,8651,128,17429,9304,7986,139,15633,7636,7748,249
25019,Nantucket County,6052,4073,1863,116,6097,3828,2185,84,6404,4144,1892,368
13321,Worth County,8370,2542,5780,48,8410,2486,5864,60,8266,2015,6144,107
26097,Mackinac County,6396,3027,3268,101,6097,2652,3396,49,6088,2085,3740,263
51089,Henry County,25215,11118,13758,339,24927,10312,13980,635,24029,8199,15207,623
01009,Blount County,24267,3522,20389,356,23980,2961,20741,278,25384,2150,22808,426
13303,Washington County,8863,4607,4216,40,8796,4705,4033,58,8422,4187,4138,97
04019,Pima County,393428,206254,182406,4768,351817,183470,162927,5420,360762,195649,147019,18094
38025,Dunn County,1644,527,1080,37,2002,493,1494,15,2199,356,1753,90
21019,Boyd County,20670,8886,11430,354,19040,7776,10883,381,20443,6021,13591,831
08069,Larimer County,166373,89822,73641,2910,161823,83103,74603,4117,193897,92170,82624,19103
51037,Charlotte County,6157,2705,3372,80,5897,2502,3311,84,5792,2153,3479,160
29117,Livingston County,6552,2435,3993,124,6054,1906,4006,142,6408,1265,4879,264
48315,Marion County,4252,1644,2567,41,4271,1487,2730,54,4206,1156,2968,82
51101,King William County,8388,3344,4966,78,8865,3326,5445,94,9088,2752,5963,373
28077,Lawrence County,7009,2587,4369,53,6584,2394,4153,37,6329,2181,4072,76
45077,Pickens County,45128,11691,32552,885,45422,11122,33385,915,48871,10327,36096,2448
21025,Breathitt County,5030,2205,2671,154,5008,1562,3318,128,5728,1537,3991,200
51540,Charlottesville City,20044,15705,4078,261,21455,16267,4801,387,22211,17865,2951,1395
17189,Washington County,7932,3342,4473,117,7398,2448,4787,163,7376,1446,5566,364
29135,Moniteau County,6665,2084,4467,114,6442,1608,4703,131,6808,1237,5344,227
24001,Allegany County,29742,10693,18405,644,27817,9001,18158,658,27804,6665,20025,1114
27025,Chisago County,29305,12783,15789,733,29331,12524,16227,580,30009,9279,18441,2289
29181,Ripley County,5363,1795,3407,161,5263,1396,3743,124,5518,830,4520,168
48419,Shelby County,9220,2548,6630,42,9261,2318,6870,73,9072,1757,7171,144
17183,Vermilion County,32872,16246,16054,572,26153,10773,14888,492,29799,9876,18582,1341
48067,Cass County,11846,3490,8279,77,11764,2921,8747,96,11606,2250,9182,174
26067,Ionia County,27319,12565,14156,598,25730,11016,14319,395,26364,8206,16374,1784
26085,Lake County,5292,2919,2269,104,5287,2752,2487,48,5328,1939,3159,230
17071,Henderson County,3814,2215,1541,58,3563,1977,1538,48,3480,1151,2153,176
39033,Crawford County,21173,8288,12316,569,19192,7207,11561,424,18702,4518,13265,919
21101,Henderson County,19861,10049,9523,289,18614,8091,10296,227,19692,6707,12159,826
13283,Treutlen County,2954,1112,1826,16,2738,1068,1646,24,2700,860,1808,32
22035,East Carroll Parish,3559,2267,1254,38,3384,2244,1122,18,2939,1838,1059,42
49011,Davis County,110902,30477,77341,3084,112568,20417,90030,2121,91822,20206,41250,30366
13271,Telfair County,4374,1862,2486,26,4334,1804,2479,51,3794,1313,2449,32
51195,Wise County,14138,4995,8914,229,14937,3751,11041,145,14991,2687,11983,321
48037,Bowie County,35186,10815,24162,209,35357,10184,24840,333,34470,8831,24913,726
48241,Jasper County,12776,3658,9022,96,13466,3402,9924,140,13351,2582,10578,191
47075,Haywood County,8121,4893,3165,63,7567,4567,2960,40,6824,3704,3010,110
01045,Dale County,19320,5270,13886,164,18551,5283,13105,163,18617,4408,13798,411
40123,Pontotoc County,14262,4512,9750,0,12855,3934,8921,0,14814,3633,10420,761
22027,Claiborne Parish,6841,3025,3750,66,6732,3014,3649,69,6421,2717,3585,119
29041,Chariton County,4214,1799,2339,76,3821,1339,2402,80,3962,888,2948,126
45055,Kershaw County,27985,11226,16466,293,27026,10821,15846,359,28875,10293,17464,1118
51015,Augusta County,33338,9825,23120,393,33614,9448,23614,552,36661,8108,26152,2401
06085,Santa Clara County,665589,462241,190039,13309,491687,343239,136347,12101,553336,406049,116196,31091
